學年度,學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,學生數,教師數,上學年度畢業生數,縣市名稱,體系別
113,1017,實踐大學,04199036,管理學院創意產業博士班,D 日,D 博士,25,3,2,30 臺北市,1 一般
113,1017,實踐大學,04211055,法律學系,D 日,B 學士,84,5,0,30 臺北市,1 一般
113,1017,實踐大學,05191043,食品營養與保健生技學系,D 日,M 碩士,10,0,1,30 臺北市,1 一般
113,1017,實踐大學,05191043,食品營養與保健生技學系,D 日,B 學士,363,12,105,30 臺北市,1 一般
113,1017,實踐大學,05191043,食品營養與保健生技學系,N 修,C 二技,80,0,21,30 臺北市,1 一般
113,1017,實踐大學,06131037,資訊科技與管理學系,D 日,M 碩士,15,0,3,30 臺北市,1 一般
113,1017,實踐大學,06131037,資訊科技與管理學系,D 日,B 學士,390,9,102,30 臺北市,1 一般
113,1017,實踐大學,06131038,資訊管理學系,D 日,B 學士,137,9,20,30 臺北市,1 一般
113,1017,實踐大學,06131040,資訊科技與通訊學系,D 日,B 學士,195,7,45,30 臺北市,1 一般
113,1017,實踐大學,07311041,建築設計學系,D 日,M 碩士,24,0,1,30 臺北市,1 一般
113,1017,實踐大學,07311041,建築設計學系,D 日,B 學士,245,10,32,30 臺北市,1 一般
113,1017,實踐大學,09211045,家庭研究與兒童發展學系,N 職,M 碩士,62,0,8,30 臺北市,1 一般
113,1017,實踐大學,09221045,家庭研究與兒童發展學系,D 日,B 學士,228,10,56,30 臺北市,1 一般
113,1017,實踐大學,09221045,家庭研究與兒童發展學系,P 進,B 學士,135,1,26,30 臺北市,1 一般
113,1017,實踐大學,09231044,社會工作學系,D 日,M 碩士,18,0,5,30 臺北市,1 一般
113,1017,實踐大學,09231044,社會工作學系,D 日,B 學士,403,12,103,30 臺北市,1 一般
113,1017,實踐大學,09231044,社會工作學系,P 進,B 學士,81,0,33,30 臺北市,1 一般
113,1017,實踐大學,10131046,餐飲管理學系餐飲產業創新碩士班,D 日,M 碩士,14,0,5,30 臺北市,1 一般
113,1017,實踐大學,10131046,餐飲管理學系,D 日,B 學士,304,9,56,30 臺北市,1 一般
113,1017,實踐大學,10131046,餐飲管理學系,P 進,B 學士,110,0,35,30 臺北市,1 一般
113,1017,實踐大學,10131054,智慧服務管理英語學士學位學程,D 日,B 學士,111,2,16,30 臺北市,1 一般
113,1017,實踐大學,10151047,觀光管理學系,D 日,B 學士,174,9,86,30 臺北市,1 一般
113,1017,實踐大學,10151047,觀光管理學系,P 進,B 學士,26,0,4,30 臺北市,1 一般
113,1017,實踐大學,10152049,休閒產業管理學系,D 日,B 學士,161,7,33,30 臺北市,1 一般
113,1017,實踐大學,99999Z01,通識及共同科目,D 日,,0,5,0,30 臺北市,1 一般
113,1018,朝陽科技大學,02112003,視覺傳達設計系碩士班,D 日,M 碩士,21,0,2,06 臺中市,2 技職
113,1018,朝陽科技大學,02112003,視覺傳達設計系,D 日,B 四技,528,15,123,06 臺中市,2 技職
113,1018,朝陽科技大學,02112003,視覺傳達設計系,N 修,B 四技,79,0,28,06 臺中市,2 技職
113,1018,朝陽科技大學,02112003,視覺傳達設計系_香港二技專班,D 日,C 二技,5,0,3,06 臺中市,2 技職
113,1018,朝陽科技大學,02122028,建築系建築及都市設計博士班,D 日,D 博士,20,0,3,06 臺中市,2 技職
113,1018,朝陽科技大學,02123004,工業設計系碩士班,D 日,M 碩士,23,0,4,06 臺中市,2 技職
113,1018,朝陽科技大學,02123004,工業設計系,N 職,M 碩士,1,0,2,06 臺中市,2 技職
113,1018,朝陽科技大學,02123004,工業設計系,D 日,B 四技,448,16,103,06 臺中市,2 技職
113,1018,朝陽科技大學,02123004,工業設計系,N 修,B 四技,41,0,27,06 臺中市,2 技職
113,1018,朝陽科技大學,02123004,工業設計系_香港二技專班,D 日,C 二技,1,0,1,06 臺中市,2 技職
113,1018,朝陽科技大學,02311001,應用英語系碩士班,D 日,M 碩士,17,0,2,06 臺中市,2 技職
113,1018,朝陽科技大學,02311001,應用英語系,D 日,B 四技,397,13,115,06 臺中市,2 技職
113,1018,朝陽科技大學,02311001,應用英語系,N 修,B 四技,3,0,1,06 臺中市,2 技職
113,1018,朝陽科技大學,03211006,傳播藝術系,D 日,B 四技,461,14,105,06 臺中市,2 技職
113,1018,朝陽科技大學,03211006,傳播藝術系,N 修,B 四技,112,0,20,06 臺中市,2 技職
113,1018,朝陽科技大學,03211006,傳播藝術系_香港二技專班,D 日,C 二技,2,0,7,06 臺中市,2 技職
113,1018,朝陽科技大學,04111007,會計系碩士班,D 日,M 碩士,14,0,10,06 臺中市,2 技職
113,1018,朝陽科技大學,04111007,會計系,D 日,B 四技,386,13,113,06 臺中市,2 技職
113,1018,朝陽科技大學,04121010,財務金融系碩士班,D 日,M 碩士,14,0,12,06 臺中市,2 技職
113,1018,朝陽科技大學,04121010,財務金融系碩士在職專班,N 職,M 碩士,14,0,6,06 臺中市,2 技職
113,1018,朝陽科技大學,04121010,財務金融系,D 日,B 四技,676,17,142,06 臺中市,2 技職
113,1018,朝陽科技大學,04123011,保險金融管理系碩士班,D 日,M 碩士,16,0,18,06 臺中市,2 技職
113,1018,朝陽科技大學,04123011,保險金融管理系碩士在職專班,N 職,M 碩士,35,0,5,06 臺中市,2 技職
113,1018,朝陽科技大學,04123011,保險金融管理系,D 日,B 四技,573,15,127,06 臺中市,2 技職
113,1018,朝陽科技大學,04131008,企業管理系台灣產業策略發展博士班,D 日,D 博士,45,0,7,06 臺中市,2 技職
113,1018,朝陽科技大學,04131008,企業管理系碩士班,D 日,M 碩士,61,0,6,06 臺中市,2 技職
113,1018,朝陽科技大學,04131008,企業管理系,N 職,M 碩士,47,0,14,06 臺中市,2 技職
113,1018,朝陽科技大學,04131008,企業管理系,D 日,B 四技,734,22,146,06 臺中市,2 技職
113,1018,朝陽科技大學,04131008,企業管理系,N 修,B 四技,119,0,24,06 臺中市,2 技職
113,1018,朝陽科技大學,04132012,行銷與流通管理系碩士班,D 日,M 碩士,34,0,9,06 臺中市,2 技職
113,1018,朝陽科技大學,04132012,行銷與流通管理系,D 日,B 四技,765,15,148,06 臺中市,2 技職
113,1018,朝陽科技大學,04132012,行銷與流通管理系,N 修,B 四技,70,0,54,06 臺中市,2 技職
113,1018,朝陽科技大學,04132012,行銷與流通管理系_香港二技專班,D 日,C 二技,1,0,1,06 臺中市,2 技職
113,1018,朝陽科技大學,05121017,應用化學系生化科技博士班,D 日,D 博士,14,0,2,06 臺中市,2 技職
113,1018,朝陽科技大學,05311017,應用化學系碩士班,D 日,M 碩士,15,0,6,06 臺中市,2 技職
113,1018,朝陽科技大學,05311017,應用化學系碩士在職專班,N 職,M 碩士,5,0,2,06 臺中市,2 技職
113,1018,朝陽科技大學,05311017,應用化學系,D 日,B 四技,255,11,42,06 臺中市,2 技職
113,1018,朝陽科技大學,06111023,資訊與通訊系,D 日,B 四技,349,14,94,06 臺中市,2 技職
113,1018,朝陽科技大學,06111023,資訊與通訊系_香港二技專班,D 日,C 二技,0,0,1,06 臺中市,2 技職
113,1018,朝陽科技大學,06131019,資訊管理系博士班,D 日,D 博士,17,0,6,06 臺中市,2 技職
113,1018,朝陽科技大學,06131019,資訊管理系碩士班,D 日,M 碩士,46,0,12,06 臺中市,2 技職
113,1018,朝陽科技大學,06131019,資訊管理系碩士在職專班,N 職,M 碩士,15,0,7,06 臺中市,2 技職
113,1018,朝陽科技大學,06131019,資訊管理系,D 日,B 四技,726,22,146,06 臺中市,2 技職
113,1018,朝陽科技大學,06131019,資訊管理系,N 修,B 四技,50,0,15,06 臺中市,2 技職
113,1018,朝陽科技大學,06131019,資訊管理系_香港二技專班,D 日,C 二技,1,0,0,06 臺中市,2 技職
113,1018,朝陽科技大學,06132023,資訊與通訊系碩士班,D 日,M 碩士,48,0,12,06 臺中市,2 技職
113,1018,朝陽科技大學,07121027,環境工程與管理系碩士班,D 日,M 碩士,35,0,17,06 臺中市,2 技職
113,1018,朝陽科技大學,07121027,環境工程與管理系,N 職,M 碩士,0,0,2,06 臺中市,2 技職
113,1018,朝陽科技大學,07121027,環境工程與管理系,D 日,B 四技,328,11,95,06 臺中市,2 技職
113,1018,朝陽科技大學,07141020,資訊工程系碩士班,D 日,M 碩士,42,0,13,06 臺中市,2 技職
113,1018,朝陽科技大學,07141020,資訊工程系碩士在職專班,N 職,M 碩士,1,0,5,06 臺中市,2 技職
113,1018,朝陽科技大學,07141020,資訊工程系,D 日,B 四技,442,15,76,06 臺中市,2 技職
113,1018,朝陽科技大學,07141020,資訊工程系,N 修,B 四技,3,0,2,06 臺中市,2 技職
113,1018,朝陽科技大學,07162039,航空機械系,D 日,B 四技,375,8,45,06 臺中市,2 技職
113,1018,朝陽科技大學,07162044,航空科技研究所,D 日,M 碩士,6,4,0,06 臺中市,2 技職
113,1018,朝陽科技大學,07191026,工業工程與管理系碩士班,D 日,M 碩士,31,0,14,06 臺中市,2 技職
113,1018,朝陽科技大學,07191026,工業工程與管理系,N 職,M 碩士,3,0,2,06 臺中市,2 技職
113,1018,朝陽科技大學,07191026,工業工程與管理系,D 日,B 四技,545,15,114,06 臺中市,2 技職
113,1018,朝陽科技大學,07191026,工業工程與管理系,N 修,B 四技,79,0,23,06 臺中市,2 技職
113,1018,朝陽科技大學,07311028,建築系建築及都市設計碩士班,D 日,M 碩士,28,0,7,06 臺中市,2 技職
113,1018,朝陽科技大學,07311028,建築系,D 日,B 四技,482,12,91,06 臺中市,2 技職
113,1018,朝陽科技大學,07312031,景觀及都市設計系碩士班,D 日,M 碩士,28,0,5,06 臺中市,2 技職
113,1018,朝陽科技大學,07312031,景觀及都市設計系,D 日,B 四技,355,12,59,06 臺中市,2 技職
113,1018,朝陽科技大學,07312042,景觀系,D 日,B 四技,0,0,2,06 臺中市,2 技職
113,1018,朝陽科技大學,07312043,景觀造園與維護系,D 日,B 四技,5,0,3,06 臺中市,2 技職
113,1018,朝陽科技大學,07321025,營建工程系博士班,D 日,D 博士,5,0,3,06 臺中市,2 技職
113,1018,朝陽科技大學,07321025,營建工程系碩士班,D 日,M 碩士,42,0,11,06 臺中市,2 技職
113,1018,朝陽科技大學,07321025,營建工程系,N 職,M 碩士,5,0,0,06 臺中市,2 技職
113,1018,朝陽科技大學,07321025,營建工程系,D 日,B 四技,431,16,98,06 臺中市,2 技職
113,1018,朝陽科技大學,07321025,營建工程系_國際產業人才教育專班,D 日,C 二技,10,0,0,06 臺中市,2 技職
113,1018,朝陽科技大學,09211014,銀髮產業管理系碩士班,D 日,M 碩士,31,0,4,06 臺中市,2 技職
113,1018,朝陽科技大學,09211014,銀髮產業管理系,D 日,B 四技,292,11,91,06 臺中市,2 技職
113,1018,朝陽科技大學,09221035,幼兒保育系碩士班,D 日,M 碩士,38,0,16,06 臺中市,2 技職
113,1018,朝陽科技大學,09221035,幼兒保育系碩士在職專班,N 職,M 碩士,59,0,8,06 臺中市,2 技職
113,1018,朝陽科技大學,09221035,幼兒保育系,D 日,B 四技,469,17,100,06 臺中市,2 技職
113,1018,朝陽科技大學,09221035,幼兒保育系,N 修,B 四技,88,0,42,06 臺中市,2 技職
113,1018,朝陽科技大學,09231034,社會工作系碩士班,D 日,M 碩士,18,0,1,06 臺中市,2 技職
113,1018,朝陽科技大學,09231034,社會工作系碩士在職專班,N 職,M 碩士,19,0,3,06 臺中市,2 技職
113,1018,朝陽科技大學,09231034,社會工作系,D 日,B 四技,323,10,78,06 臺中市,2 技職
113,1018,朝陽科技大學,09231034,社會工作系,N 修,B 四技,6,0,4,06 臺中市,2 技職
113,1018,朝陽科技大學,10152036,休閒事業管理系碩士班,D 日,M 碩士,24,0,10,06 臺中市,2 技職
113,1018,朝陽科技大學,10152036,休閒事業管理系碩士在職專班,N 職,M 碩士,34,0,16,06 臺中市,2 技職
113,1018,朝陽科技大學,10152036,休閒事業管理系,D 日,B 四技,491,18,121,06 臺中市,2 技職
113,1018,朝陽科技大學,10152036,休閒事業管理系,N 修,B 四技,273,0,72,06 臺中市,2 技職
113,1018,朝陽科技大學,10152036,休閒事業管理系_香港二技專班,D 日,C 二技,0,0,1,06 臺中市,2 技職
113,1018,朝陽科技大學,10413040,飛行與民航人員技術系,D 日,B 四技,300,9,0,06 臺中市,2 技職
113,1018,朝陽科技大學,10413041,航空運務系,D 日,B 四技,102,6,0,06 臺中市,2 技職
113,1018,朝陽科技大學,99999Z01,通識及共同科目,D 日,,0,15,0,06 臺中市,2 技職
113,1018,朝陽科技大學,99999Z03,軍訓教官,D 日,,0,3,0,06 臺中市,2 技職
113,1018,朝陽科技大學,99999Z03,軍訓教官,N 修,,0,1,0,06 臺中市,2 技職
113,1018,朝陽科技大學,99999Z05,師資培育中心,D 日,,0,6,0,06 臺中市,2 技職
113,1018,朝陽科技大學,99999Z08,語言中心,D 日,,0,15,0,06 臺中市,2 技職
113,1019,高雄醫學大學,03131002,心理學系,D 日,M 碩士,75,0,31,50 高雄市,1 一般
113,1019,高雄醫學大學,03131002,心理學系,D 日,B 學士,223,11,51,50 高雄市,1 一般
113,1019,高雄醫學大學,03141001,性別研究所,D 日,M 碩士,38,5,6,50 高雄市,1 一般
113,1019,高雄醫學大學,04133003,醫務管理暨醫療資訊學系,D 日,M 碩士,25,0,12,50 高雄市,1 一般
113,1019,高雄醫學大學,04133003,醫務管理暨醫療資訊學系,N 職,M 碩士,52,0,20,50 高雄市,1 一般
113,1019,高雄醫學大學,04133003,醫務管理暨醫療資訊學系,D 日,B 學士,217,10,49,50 高雄市,1 一般
113,1019,高雄醫學大學,05111016,生物醫學暨環境生物學系,D 日,M 碩士,14,0,3,50 高雄市,1 一般
113,1019,高雄醫學大學,05111016,生物醫學暨環境生物學系,D 日,B 學士,171,14,41,50 高雄市,1 一般
113,1019,高雄醫學大學,05121005,生物科技學系,D 日,M 碩士,17,0,4,50 高雄市,1 一般
113,1019,高雄醫學大學,05121005,生物科技學系,D 日,B 學士,162,8,35,50 高雄市,1 一般
113,1019,高雄醫學大學,05121050,生命科學博士學位學程,D 日,D 博士,23,0,1,50 高雄市,1 一般
113,1019,高雄醫學大學,05121051,生命科學院學士班,D 日,B 學士,27,0,4,50 高雄市,1 一般
113,1019,高雄醫學大學,05199052,生命科學院醫藥化學暨生物科技碩士班,D 日,M 碩士,4,0,2,50 高雄市,1 一般
113,1019,高雄醫學大學,05311017,醫藥暨應用化學系,D 日,D 博士,27,0,6,50 高雄市,1 一般
113,1019,高雄醫學大學,05311017,醫藥暨應用化學系,D 日,M 碩士,33,0,8,50 高雄市,1 一般
113,1019,高雄醫學大學,05311017,醫藥暨應用化學系,D 日,B 學士,333,21,81,50 高雄市,1 一般
113,1019,高雄醫學大學,06134053,人工智慧健康產業應用碩士學位學程,D 日,M 碩士,7,2,2,50 高雄市,1 一般
113,1019,高雄醫學大學,07193041,生物醫學工程博士學位學程,D 日,D 博士,16,2,0,50 高雄市,1 一般
113,1019,高雄醫學大學,09111044,牙醫學系,D 日,D 博士,17,0,4,50 高雄市,1 一般
113,1019,高雄醫學大學,09111044,牙醫學系,D 日,M 碩士,23,0,5,50 高雄市,1 一般
113,1019,高雄醫學大學,09111044,牙醫學系,N 職,M 碩士,11,0,3,50 高雄市,1 一般
113,1019,高雄醫學大學,09111044,牙醫學系,D 日,B 學士,532,22,89,50 高雄市,1 一般
113,1019,高雄醫學大學,09111046,口腔衛生學系,D 日,M 碩士,8,0,2,50 高雄市,1 一般
113,1019,高雄醫學大學,09111046,口腔衛生學系,N 職,M 碩士,32,0,4,50 高雄市,1 一般
113,1019,高雄醫學大學,09111046,口腔衛生學系,D 日,B 學士,145,8,25,50 高雄市,1 一般
113,1019,高雄醫學大學,09121011,醫學研究所,D 日,D 博士,63,0,9,50 高雄市,1 一般
113,1019,高雄醫學大學,09121011,醫學研究所,D 日,M 碩士,79,0,28,50 高雄市,1 一般
113,1019,高雄醫學大學,09121011,醫學系,D 日,B 學士,1098,213,198,50 高雄市,1 一般
113,1019,高雄醫學大學,09121018,臨床醫學研究所,D 日,D 博士,43,0,3,50 高雄市,1 一般
113,1019,高雄醫學大學,09121018,臨床醫學研究所,D 日,M 碩士,40,9,14,50 高雄市,1 一般
113,1019,高雄醫學大學,09121019,熱帶醫學碩士學位學程,D 日,M 碩士,9,2,6,50 高雄市,1 一般
113,1019,高雄醫學大學,09121020,轉譯醫學博士學位學程,D 日,,0,2,0,50 高雄市,1 一般
113,1019,高雄醫學大學,09121020,轉譯醫學博士學位學程,D 日,D 博士,1,0,0,50 高雄市,1 一般
113,1019,高雄醫學大學,09131032,護理學系,D 日,D 博士,48,0,7,50 高雄市,1 一般
113,1019,高雄醫學大學,09131032,護理學系,D 日,M 碩士,76,0,27,50 高雄市,1 一般
113,1019,高雄醫學大學,09131032,護理學系,D 日,B 學士,271,30,64,50 高雄市,1 一般
113,1019,高雄醫學大學,09141036,醫學檢驗生物技術學系,D 日,D 博士,9,0,1,50 高雄市,1 一般
113,1019,高雄醫學大學,09141036,醫學檢驗生物技術學系,D 日,M 碩士,20,0,10,50 高雄市,1 一般
113,1019,高雄醫學大學,09141036,醫學檢驗生物技術學系,D 日,B 學士,153,12,28,50 高雄市,1 一般
113,1019,高雄醫學大學,09141037,醫學影像暨放射科學系,D 日,M 碩士,12,0,4,50 高雄市,1 一般
113,1019,高雄醫學大學,09141037,醫學影像暨放射科學系,N 職,M 碩士,18,0,11,50 高雄市,1 一般
113,1019,高雄醫學大學,09141037,醫學影像暨放射科學系,D 日,B 學士,155,9,34,50 高雄市,1 一般
113,1019,高雄醫學大學,09151028,物理治療學系,D 日,M 碩士,20,0,5,50 高雄市,1 一般
113,1019,高雄醫學大學,09151028,物理治療學系,D 日,B 學士,177,10,41,50 高雄市,1 一般
113,1019,高雄醫學大學,09152029,職能治療學系,D 日,M 碩士,8,0,6,50 高雄市,1 一般
113,1019,高雄醫學大學,09152029,職能治療學系,D 日,B 學士,190,9,40,50 高雄市,1 一般
113,1019,高雄醫學大學,09159030,運動醫學系,D 日,M 碩士,24,0,10,50 高雄市,1 一般
113,1019,高雄醫學大學,09159030,運動醫學系,N 職,M 碩士,68,0,10,50 高雄市,1 一般
113,1019,高雄醫學大學,09159030,運動醫學系,D 日,B 學士,217,11,39,50 高雄市,1 一般
113,1019,高雄醫學大學,09161024,藥學系,D 日,D 博士,31,0,3,50 高雄市,1 一般
113,1019,高雄醫學大學,09161024,藥學系,D 日,M 碩士,31,0,31,50 高雄市,1 一般
113,1019,高雄醫學大學,09161024,藥學系,N 職,M 碩士,30,0,9,50 高雄市,1 一般
113,1019,高雄醫學大學,09161024,藥學系,D 日,B 學士,509,18,92,50 高雄市,1 一般
113,1019,高雄醫學大學,09161026,天然藥物研究所,D 日,D 博士,18,0,8,50 高雄市,1 一般
113,1019,高雄醫學大學,09161026,天然藥物研究所,D 日,M 碩士,25,7,7,50 高雄市,1 一般
113,1019,高雄醫學大學,09161027,香粧品學系,D 日,M 碩士,17,0,11,50 高雄市,1 一般
