學年度,學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,學生數,教師數,上學年度畢業生數,縣市名稱,體系別
113,1057,德明財經科技大學,04131006,企業管理系,N 修,C 二技,153,0,86,30 臺北市,2 技職
113,1057,德明財經科技大學,04132014,流通管理系,D 日,B 四技,249,14,81,30 臺北市,2 技職
113,1057,德明財經科技大學,04132014,流通管理系,D 日,C 二技,19,0,18,30 臺北市,2 技職
113,1057,德明財經科技大學,04141007,國際貿易系,D 日,B 四技,488,10,119,30 臺北市,2 技職
113,1057,德明財經科技大學,04143013,行銷管理系碩士在職專班,N 職,M 碩士,29,0,11,30 臺北市,2 技職
113,1057,德明財經科技大學,04143013,行銷管理系,D 日,B 四技,584,24,212,30 臺北市,2 技職
113,1057,德明財經科技大學,04143013,行銷管理系,N 修,B 四技,74,0,14,30 臺北市,2 技職
113,1057,德明財經科技大學,04199017,不動產投資與經營學位學程,D 日,B 四技,1,0,4,30 臺北市,2 技職
113,1057,德明財經科技大學,04199018,連鎖加盟經營管理學位學程,D 日,B 四技,1,0,3,30 臺北市,2 技職
113,1057,德明財經科技大學,06131019,資訊科技系,D 日,B 四技,284,8,64,30 臺北市,2 技職
113,1057,德明財經科技大學,06131021,資訊管理系,D 日,B 四技,452,13,89,30 臺北市,2 技職
113,1057,德明財經科技大學,99999Z01,通識及共同科目,D 日,,0,13,0,30 臺北市,2 技職
113,1057,德明財經科技大學,99999Z07,體育室,D 日,,0,9,0,30 臺北市,2 技職
113,1058,明道大學,01199045,教育藝術與療癒研究所,D 日,M 碩士,0,0,9,07 彰化縣,1 一般
113,1058,明道大學,01199045,教育藝術與療癒研究所,N 職,M 碩士,0,0,14,07 彰化縣,1 一般
113,1058,明道大學,02122008,人文設計學院設計及規劃碩士班,D 日,M 碩士,0,0,4,07 彰化縣,1 一般
113,1058,明道大學,02122010,數位設計學系,D 日,B 學士,0,0,39,07 彰化縣,1 一般
113,1058,明道大學,02125007,時尚造形學系,D 日,B 學士,0,0,2,07 彰化縣,1 一般
113,1058,明道大學,02299043,中華文化與傳播學系,D 日,D 博士,0,0,20,07 彰化縣,1 一般
113,1058,明道大學,02299043,中華文化與傳播學系,D 日,M 碩士,0,0,17,07 彰化縣,1 一般
113,1058,明道大學,02299043,中華文化與傳播學系,D 日,B 學士,0,0,13,07 彰化縣,1 一般
113,1058,明道大學,02311044,應用外語學系,D 日,B 學士,0,0,27,07 彰化縣,1 一般
113,1058,明道大學,04131013,企業管理學系,D 日,M 碩士,0,0,6,07 彰化縣,1 一般
113,1058,明道大學,04131013,企業管理學系,D 日,B 學士,0,0,17,07 彰化縣,1 一般
113,1058,明道大學,04131013,企業管理學系,P 進,B 學士,0,0,9,07 彰化縣,1 一般
113,1058,明道大學,04131019,商管學院企業高階管理碩士班EMBA,N 職,M 碩士,0,0,6,07 彰化縣,1 一般
113,1058,明道大學,07112046,智慧能源工程學系應用材料碩士班,D 日,M 碩士,0,0,2,07 彰化縣,1 一般
113,1058,明道大學,07132046,智慧能源工程學系,D 日,B 學士,0,0,17,07 彰化縣,1 一般
113,1058,明道大學,07312035,景觀與環境設計學系,D 日,B 學士,0,0,11,07 彰化縣,1 一般
113,1058,明道大學,07312035,景觀與環境設計學系,P 進,B 學士,0,0,1,07 彰化縣,1 一般
113,1058,明道大學,08111047,智慧暨精緻農業學系,D 日,M 碩士,0,0,6,07 彰化縣,1 一般
113,1058,明道大學,08111047,智慧暨精緻農業學系,D 日,B 學士,0,0,10,07 彰化縣,1 一般
113,1058,明道大學,08111047,智慧暨精緻農業學系,P 進,B 學士,0,0,36,07 彰化縣,1 一般
113,1058,明道大學,10131039,餐旅管理學系,D 日,M 碩士,0,0,5,07 彰化縣,1 一般
113,1058,明道大學,10131039,餐旅管理學系,D 日,B 學士,0,0,46,07 彰化縣,1 一般
113,1058,明道大學,10131039,餐旅管理學系,P 進,B 學士,0,0,23,07 彰化縣,1 一般
113,1058,明道大學,10152040,休閒保健學系,D 日,M 碩士,0,0,3,07 彰化縣,1 一般
113,1058,明道大學,10152040,休閒保健學系,D 日,B 學士,0,0,28,07 彰化縣,1 一般
113,1058,明道大學,10152040,休閒保健學系,P 進,B 學士,0,0,16,07 彰化縣,1 一般
113,1060,南開科技大學,02122003,文化創意與設計系,D 日,B 四技,1,0,15,08 南投縣,2 技職
113,1060,南開科技大學,02311001,應用外語科,D 日,5 五專,0,0,17,08 南投縣,2 技職
113,1060,南開科技大學,04131004,企業管理系,D 日,B 四技,0,0,14,08 南投縣,2 技職
113,1060,南開科技大學,04131004,企業管理系,N 修,B 四技,0,0,4,08 南投縣,2 技職
113,1060,南開科技大學,04143007,行銷與流通管理系,D 日,B 四技,79,6,32,08 南投縣,2 技職
113,1060,南開科技大學,04143007,行銷與流通管理系,N 修,B 四技,63,1,17,08 南投縣,2 技職
113,1060,南開科技大學,04143007,行銷與流通管理系,N 修,C 二技,74,0,33,08 南投縣,2 技職
113,1060,南開科技大學,04143007,行銷與流通管理科,N 修,2 二專,45,0,20,08 南投縣,2 技職
113,1060,南開科技大學,06132012,多媒體動畫應用系,D 日,B 四技,29,4,18,08 南投縣,2 技職
113,1060,南開科技大學,07141016,電子工程系,D 日,B 四技,0,0,1,08 南投縣,2 技職
113,1060,南開科技大學,07141016,電子工程科,D 日,5 五專,0,0,1,08 南投縣,2 技職
113,1060,南開科技大學,07141021,電機與資訊技術系,D 日,B 四技,101,10,40,08 南投縣,2 技職
113,1060,南開科技大學,07141021,電機與資訊技術系,N 修,B 四技,76,0,18,08 南投縣,2 技職
113,1060,南開科技大學,07141021,電機與資訊技術系,N 修,C 二技,55,0,0,08 南投縣,2 技職
113,1060,南開科技大學,07141021,電機與資訊技術科,D 日,5 五專,133,0,32,08 南投縣,2 技職
113,1060,南開科技大學,07141038,智慧自動化工程系,N 修,B 四技,15,0,42,08 南投縣,2 技職
113,1060,南開科技大學,07151018,自動化工程系,D 日,B 四技,296,10,41,08 南投縣,2 技職
113,1060,南開科技大學,07151018,自動化工程科,D 日,5 五專,78,0,14,08 南投縣,2 技職
113,1060,南開科技大學,07161037,車輛工程系車輛與機電產業碩士班,D 日,M 碩士,12,0,3,08 南投縣,2 技職
113,1060,南開科技大學,07161037,車輛工程系,D 日,B 四技,285,11,57,08 南投縣,2 技職
113,1060,南開科技大學,07161037,車輛工程系,N 修,B 四技,150,0,17,08 南投縣,2 技職
113,1060,南開科技大學,09211035,長期照顧與管理系福祉科技與服務管理碩士班,D 日,M 碩士,31,0,8,08 南投縣,2 技職
113,1060,南開科技大學,09211035,長期照顧與管理系福祉科技與服務管理碩士在職專班,N 職,M 碩士,46,0,19,08 南投縣,2 技職
113,1060,南開科技大學,09211035,長期照顧與管理系,D 日,B 四技,53,9,18,08 南投縣,2 技職
113,1060,南開科技大學,09211035,長期照顧與管理系,N 修,B 四技,59,0,11,08 南投縣,2 技職
113,1060,南開科技大學,09211035,長期照顧與管理系,N 修,C 二技,92,0,36,08 南投縣,2 技職
113,1060,南開科技大學,10131030,餐飲管理系,D 日,B 四技,352,10,46,08 南投縣,2 技職
113,1060,南開科技大學,10131030,餐飲管理系,N 修,B 四技,54,0,7,08 南投縣,2 技職
113,1060,南開科技大學,10131033,休閒事業管理系碩士班,D 日,M 碩士,21,0,11,08 南投縣,2 技職
113,1060,南開科技大學,10131033,休閒事業管理系,D 日,B 四技,126,10,22,08 南投縣,2 技職
113,1060,南開科技大學,10131033,休閒事業管理系,N 修,B 四技,64,0,25,08 南投縣,2 技職
113,1060,南開科技大學,10131033,休閒事業管理系,N 修,C 二技,48,0,41,08 南投縣,2 技職
113,1060,南開科技大學,99999Z01,通識及共同科目,D 日,,0,13,0,08 南投縣,2 技職
113,1061,中華科技大學,02122002,文創與數位多媒體系,D 日,B 四技,37,2,17,30 臺北市,2 技職
113,1061,中華科技大學,02122002,文創與數位多媒體系,N 修,B 四技,10,1,4,30 臺北市,2 技職
113,1061,中華科技大學,04131003,企業管理系經營管理碩士班,D 日,M 碩士,0,0,3,30 臺北市,2 技職
113,1061,中華科技大學,04131003,企業管理系,D 日,B 四技,5,0,9,30 臺北市,2 技職
113,1061,中華科技大學,04131003,企業管理系,N 修,B 四技,2,0,7,30 臺北市,2 技職
113,1061,中華科技大學,04143036,行銷與流通管理系,D 日,B 四技,59,7,18,30 臺北市,2 技職
113,1061,中華科技大學,04143036,行銷與流通管理系,N 修,B 四技,36,1,0,30 臺北市,2 技職
113,1061,中華科技大學,04143036,行銷與流通管理系,N 修,C 二技,163,0,46,30 臺北市,2 技職
113,1061,中華科技大學,04143036,行銷與流通管理科,N 修,2 二專,20,0,8,30 臺北市,2 技職
113,1061,中華科技大學,04191039,企業資訊與管理系經營管理碩士班,D 日,M 碩士,54,0,19,30 臺北市,2 技職
113,1061,中華科技大學,04191039,企業資訊與管理系,D 日,B 四技,67,10,0,30 臺北市,2 技職
113,1061,中華科技大學,04191039,企業資訊與管理系,N 修,B 四技,49,1,0,30 臺北市,2 技職
113,1061,中華科技大學,04191039,企業資訊與管理系,N 修,C 二技,119,0,57,30 臺北市,2 技職
113,1061,中華科技大學,05121010,生物科技系,D 日,M 碩士,20,0,13,30 臺北市,2 技職
113,1061,中華科技大學,05121010,生物科技系健康科技碩士在職專班,N 職,M 碩士,19,0,6,30 臺北市,2 技職
113,1061,中華科技大學,05121010,生物科技系,D 日,B 四技,87,11,28,30 臺北市,2 技職
113,1061,中華科技大學,05121010,生物科技系,D 日,C 二技,30,0,30,30 臺北市,2 技職
113,1061,中華科技大學,05121010,生物科技系,N 修,C 二技,63,0,16,30 臺北市,2 技職
113,1061,中華科技大學,05121010,生物科技科,N 修,2 二專,32,0,11,30 臺北市,2 技職
113,1061,中華科技大學,06131012,資訊管理系,D 日,B 四技,6,0,13,30 臺北市,2 技職
113,1061,中華科技大學,06131012,資訊管理系,N 修,B 四技,2,0,9,30 臺北市,2 技職
113,1061,中華科技大學,06133001,遊戲系統創新設計系,D 日,B 四技,55,2,18,30 臺北市,2 技職
113,1061,中華科技大學,07141013,電機工程系,D 日,B 四技,4,0,24,30 臺北市,2 技職
113,1061,中華科技大學,07141013,電機工程系,N 修,B 四技,5,0,18,30 臺北市,2 技職
113,1061,中華科技大學,07141014,電子工程系,D 日,B 四技,4,0,24,30 臺北市,2 技職
113,1061,中華科技大學,07141014,電子工程系,N 修,B 四技,1,0,8,30 臺北市,2 技職
113,1061,中華科技大學,07141038,電機與資訊工程系碩士班,D 日,M 碩士,23,0,8,30 臺北市,2 技職
113,1061,中華科技大學,07141038,電機與資訊工程系,D 日,B 四技,117,8,0,30 臺北市,2 技職
113,1061,中華科技大學,07141038,電機與資訊工程系,N 修,B 四技,61,1,0,30 臺北市,2 技職
113,1061,中華科技大學,07141038,電機與資訊工程系,N 修,C 二技,99,0,48,30 臺北市,2 技職
113,1061,中華科技大學,07141038,電機與資訊工程科,N 修,2 二專,26,0,8,30 臺北市,2 技職
113,1061,中華科技大學,07141038,電機與資訊工程科,D 日,5 五專,22,0,0,30 臺北市,2 技職
113,1061,中華科技大學,07151017,機械工程系機電光碩士班,D 日,M 碩士,15,0,0,30 臺北市,2 技職
113,1061,中華科技大學,07151017,機械工程系機電光碩士在職專班,N 職,M 碩士,10,0,5,30 臺北市,2 技職
113,1061,中華科技大學,07151017,機械工程系,D 日,B 四技,84,10,48,30 臺北市,2 技職
113,1061,中華科技大學,07151017,機械工程系,N 修,B 四技,87,0,45,30 臺北市,2 技職
113,1061,中華科技大學,07151017,機械工程系,N 修,C 二技,55,0,0,30 臺北市,2 技職
113,1061,中華科技大學,07151017,機械工程科,N 修,2 二專,6,0,0,30 臺北市,2 技職
113,1061,中華科技大學,07151017,機械工程科,D 日,5 五專,12,0,0,30 臺北市,2 技職
113,1061,中華科技大學,07162015,航空電子系,D 日,B 四技,46,9,27,30 臺北市,2 技職
113,1061,中華科技大學,07162015,航空電子系,N 修,B 四技,108,1,12,30 臺北市,2 技職
113,1061,中華科技大學,07162019,航空機械系飛機系統工程碩士班,D 日,M 碩士,9,0,2,30 臺北市,2 技職
113,1061,中華科技大學,07162019,航空機械系,N 職,M 碩士,21,1,6,30 臺北市,2 技職
113,1061,中華科技大學,07162019,航空機械系,D 日,B 四技,228,11,138,30 臺北市,2 技職
113,1061,中華科技大學,07211028,食品科學系,D 日,B 四技,31,4,13,30 臺北市,2 技職
113,1061,中華科技大學,07311025,建築系,D 日,M 碩士,52,0,30,30 臺北市,2 技職
113,1061,中華科技大學,07311025,建築系,N 職,M 碩士,17,0,9,30 臺北市,2 技職
113,1061,中華科技大學,07311025,建築系,D 日,B 四技,85,9,16,30 臺北市,2 技職
113,1061,中華科技大學,07311025,建築系,N 修,B 四技,43,0,7,30 臺北市,2 技職
113,1061,中華科技大學,07311025,建築系,N 修,C 二技,97,0,47,30 臺北市,2 技職
113,1061,中華科技大學,07311025,建築科,D 日,5 五專,10,0,0,30 臺北市,2 技職
113,1061,中華科技大學,07321021,土木工程系,D 日,,0,2,0,30 臺北市,2 技職
113,1061,中華科技大學,07321021,土木工程系土木防災與管理碩士班,D 日,M 碩士,1,0,2,30 臺北市,2 技職
113,1061,中華科技大學,07321021,土木工程系土木防災與管理碩士班,N 職,M 碩士,1,0,0,30 臺北市,2 技職
113,1061,中華科技大學,07321021,土木工程系,D 日,B 四技,1,0,6,30 臺北市,2 技職
113,1061,中華科技大學,10131040,餐旅管理系,D 日,B 四技,322,7,25,30 臺北市,2 技職
113,1061,中華科技大學,10131040,餐旅管理系,N 修,B 四技,93,2,10,30 臺北市,2 技職
113,1061,中華科技大學,10131040,餐旅管理科,N 修,2 二專,15,0,8,30 臺北市,2 技職
113,1061,中華科技大學,10151035,觀光事業系,D 日,B 四技,11,0,15,30 臺北市,2 技職
113,1061,中華科技大學,10151035,觀光事業系,N 修,B 四技,1,0,2,30 臺北市,2 技職
113,1061,中華科技大學,10413033,航空服務管理系航空運輸管理碩士班,D 日,M 碩士,9,0,6,30 臺北市,2 技職
113,1061,中華科技大學,10413033,航空服務管理系航空運輸管理碩士在職專班,N 職,M 碩士,10,0,6,30 臺北市,2 技職
113,1061,中華科技大學,10413033,航空服務管理系,D 日,B 四技,89,11,41,30 臺北市,2 技職
113,1062,僑光科技大學,02122004,生活創意設計系,D 日,B 四技,218,9,82,19 臺中市,2 技職
113,1062,僑光科技大學,02122004,生活創意設計系,N 修,B 四技,93,0,46,19 臺中市,2 技職
113,1062,僑光科技大學,02123005,電腦輔助工業設計系,D 日,B 四技,118,3,77,19 臺中市,2 技職
113,1062,僑光科技大學,02123005,電腦輔助工業設計系,N 修,B 四技,78,0,49,19 臺中市,2 技職
113,1062,僑光科技大學,02311002,應用外語系,D 日,B 四技,139,9,57,19 臺中市,2 技職
113,1062,僑光科技大學,02311002,應用外語系,N 修,B 四技,53,0,22,19 臺中市,2 技職
113,1062,僑光科技大學,04121013,財務金融系碩士班,D 日,M 碩士,30,0,15,19 臺中市,2 技職
113,1062,僑光科技大學,04121013,財務金融系,D 日,B 四技,405,11,95,19 臺中市,2 技職
113,1062,僑光科技大學,04121013,財務金融系,N 修,B 四技,148,0,38,19 臺中市,2 技職
113,1062,僑光科技大學,04131009,企業管理系碩士班,D 日,M 碩士,11,0,10,19 臺中市,2 技職
113,1062,僑光科技大學,04131009,企業管理系碩士在職專班,N 職,M 碩士,89,0,17,19 臺中市,2 技職
113,1062,僑光科技大學,04131009,企業管理系,D 日,B 四技,290,14,76,19 臺中市,2 技職
113,1062,僑光科技大學,04131009,企業管理系,N 修,B 四技,319,1,51,19 臺中市,2 技職
113,1062,僑光科技大學,04131009,企業管理系,N 修,C 二技,1,0,0,19 臺中市,2 技職
113,1062,僑光科技大學,04132016,行銷與流通管理系,D 日,B 四技,627,23,140,19 臺中市,2 技職
113,1062,僑光科技大學,04132016,行銷與流通管理系,N 修,B 四技,539,0,144,19 臺中市,2 技職
113,1062,僑光科技大學,04141011,國際貿易系,D 日,B 四技,206,8,73,19 臺中市,2 技職
113,1062,僑光科技大學,04141011,國際貿易系,N 修,B 四技,53,1,18,19 臺中市,2 技職
113,1062,僑光科技大學,04212018,財經法律系,D 日,B 四技,387,10,77,19 臺中市,2 技職
113,1062,僑光科技大學,04212018,財經法律系,N 修,B 四技,117,0,19,19 臺中市,2 技職
113,1062,僑光科技大學,06131019,資訊科技系碩士班,D 日,M 碩士,24,0,10,19 臺中市,2 技職
113,1062,僑光科技大學,06131019,資訊科技系,D 日,B 四技,495,14,83,19 臺中市,2 技職
113,1062,僑光科技大學,06131019,資訊科技系,N 修,B 四技,301,2,53,19 臺中市,2 技職
113,1062,僑光科技大學,06133021,多媒體與遊戲設計系,D 日,B 四技,289,11,103,19 臺中市,2 技職
113,1062,僑光科技大學,06133021,多媒體與遊戲設計系,N 修,B 四技,166,0,27,19 臺中市,2 技職
113,1062,僑光科技大學,07151028,機械與電腦輔助工程系,D 日,B 四技,213,8,0,19 臺中市,2 技職
113,1062,僑光科技大學,07151028,機械與電腦輔助工程系,N 修,B 四技,164,0,0,19 臺中市,2 技職
113,1062,僑光科技大學,07151029,智慧自動化工程系,D 日,B 四技,1,0,23,19 臺中市,2 技職
113,1062,僑光科技大學,07151029,智慧自動化工程系,N 修,B 四技,0,0,15,19 臺中市,2 技職
113,1062,僑光科技大學,10131024,餐飲管理系,D 日,B 四技,753,18,171,19 臺中市,2 技職
113,1062,僑光科技大學,10131024,餐飲管理系,N 修,B 四技,483,0,118,19 臺中市,2 技職
113,1062,僑光科技大學,10131025,旅館與會展管理系,D 日,B 四技,235,9,76,19 臺中市,2 技職
113,1062,僑光科技大學,10131025,旅館與會展管理系,N 修,B 四技,100,0,25,19 臺中市,2 技職
113,1062,僑光科技大學,10151026,觀光與休閒事業管理系,D 日,B 四技,417,14,112,19 臺中市,2 技職
113,1062,僑光科技大學,10151026,觀光與休閒事業管理系,N 修,B 四技,433,1,111,19 臺中市,2 技職
113,1062,僑光科技大學,99999Z01,通識及共同科目,D 日,,0,20,0,19 臺中市,2 技職
113,1062,僑光科技大學,99999Z03,軍訓教官,D 日,,0,2,0,19 臺中市,2 技職
113,1063,育達科技大學,02122007,時尚造型設計系,D 日,B 四技,207,7,20,05 苗栗縣,2 技職
113,1063,育達科技大學,02122007,時尚造型設計系,N 修,B 四技,74,0,19,05 苗栗縣,2 技職
113,1063,育達科技大學,02122007,時尚造型設計系,N 修,C 二技,40,0,12,05 苗栗縣,2 技職
113,1063,育達科技大學,02311005,應用日語系,D 日,B 四技,18,2,22,05 苗栗縣,2 技職
113,1063,育達科技大學,04143022,行銷與流通管理系碩士班,D 日,M 碩士,23,6,5,05 苗栗縣,2 技職
113,1063,育達科技大學,04143022,行銷與流通管理系,N 職,M 碩士,31,0,18,05 苗栗縣,2 技職
113,1063,育達科技大學,04143022,行銷與流通管理系,D 日,B 四技,1,0,7,05 苗栗縣,2 技職
113,1063,育達科技大學,04143022,行銷與流通管理系,N 修,B 四技,42,3,12,05 苗栗縣,2 技職
113,1063,育達科技大學,04143022,行銷與流通管理系,N 修,C 二技,92,0,38,05 苗栗縣,2 技職
113,1063,育達科技大學,06131024,資訊管理系碩士班,D 日,M 碩士,46,4,9,05 苗栗縣,2 技職
113,1063,育達科技大學,06131024,資訊管理系,N 職,M 碩士,51,0,19,05 苗栗縣,2 技職
113,1063,育達科技大學,06131024,資訊管理系,N 修,B 四技,208,5,38,05 苗栗縣,2 技職
113,1063,育達科技大學,06131024,資訊管理系,N 修,C 二技,166,0,94,05 苗栗縣,2 技職
113,1063,育達科技大學,06131032,物聯網工程與應用學士學位學程,D 日,B 四技,250,3,23,05 苗栗縣,2 技職
113,1063,育達科技大學,06133026,多媒體與遊戲設計系,D 日,B 四技,49,1,30,05 苗栗縣,2 技職
113,1063,育達科技大學,07194040,智慧機電工程與應用系,D 日,B 四技,59,7,0,05 苗栗縣,2 技職
113,1063,育達科技大學,09221028,幼兒保育系,D 日,B 四技,134,7,26,05 苗栗縣,2 技職
113,1063,育達科技大學,09221028,幼兒保育系,N 修,C 二技,310,0,131,05 苗栗縣,2 技職
113,1063,育達科技大學,09231039,社會工作系,D 日,B 四技,66,7,21,05 苗栗縣,2 技職
113,1063,育達科技大學,09231039,社會工作系,N 修,C 二技,335,0,152,05 苗栗縣,2 技職
113,1063,育達科技大學,10131029,餐旅經營系,D 日,B 四技,408,7,44,05 苗栗縣,2 技職
113,1063,育達科技大學,10131029,餐旅經營系,N 修,B 四技,101,0,19,05 苗栗縣,2 技職
113,1063,育達科技大學,10151031,休閒事業管理系_現役軍人營區在職專班,N 職,M 碩士,3,0,0,05 苗栗縣,2 技職
113,1063,育達科技大學,10151031,休閒事業管理系_現役軍人營區在職專班,N 修,B 四技,0,0,1,05 苗栗縣,2 技職
113,1063,育達科技大學,10151038,觀光休閒管理系碩士班,D 日,M 碩士,48,0,19,05 苗栗縣,2 技職
113,1063,育達科技大學,10151038,觀光休閒管理系碩士在職專班,N 職,M 碩士,66,0,23,05 苗栗縣,2 技職
113,1063,育達科技大學,10151038,觀光休閒管理系,D 日,B 四技,312,9,24,05 苗栗縣,2 技職
113,1063,育達科技大學,10151038,觀光休閒管理系,N 修,B 四技,91,0,21,05 苗栗縣,2 技職
113,1063,育達科技大學,10151038,觀光休閒管理系,N 修,C 二技,70,0,37,05 苗栗縣,2 技職
113,1063,育達科技大學,10152030,休閒運動管理系,D 日,B 四技,85,1,32,05 苗栗縣,2 技職
113,1063,育達科技大學,99999Z01,通識及共同科目,D 日,,0,6,0,05 苗栗縣,2 技職
113,1064,美和科技大學,04131004,企業管理系經營管理碩士班,D 日,M 碩士,0,0,1,13 屏東縣,2 技職
113,1064,美和科技大學,04131004,企業管理系經營管理碩士在職專班,N 職,M 碩士,60,0,22,13 屏東縣,2 技職
113,1064,美和科技大學,04131004,企業管理系,D 日,B 四技,93,9,21,13 屏東縣,2 技職
113,1064,美和科技大學,04131004,企業管理系,N 修,C 二技,160,0,41,13 屏東縣,2 技職
113,1064,美和科技大學,04131004,企業管理科,N 修,2 二專,35,0,17,13 屏東縣,2 技職
113,1064,美和科技大學,04133007,健康事業管理系,D 日,B 四技,1,0,2,13 屏東縣,2 技職
113,1064,美和科技大學,05121008,生物科技系健康產業碩士班,D 日,M 碩士,0,0,4,13 屏東縣,2 技職
113,1064,美和科技大學,05121008,生物科技系,D 日,B 四技,0,0,13,13 屏東縣,2 技職
113,1064,美和科技大學,05191012,食品營養系,D 日,B 四技,105,7,47,13 屏東縣,2 技職
113,1064,美和科技大學,05191012,食品營養系,N 修,C 二技,44,0,22,13 屏東縣,2 技職
113,1064,美和科技大學,05191012,食品營養科,D 日,5 五專,91,0,7,13 屏東縣,2 技職
113,1064,美和科技大學,06111011,資訊管理科,N 修,2 二專,1,0,0,13 屏東縣,2 技職
113,1064,美和科技大學,06131010,資訊科技系,D 日,B 四技,66,6,30,13 屏東縣,2 技職
113,1064,美和科技大學,06131010,資訊科技系,N 修,B 四技,8,0,10,13 屏東縣,2 技職
113,1064,美和科技大學,09111033,口腔衛生學科,D 日,5 五專,49,5,0,13 屏東縣,2 技職
113,1064,美和科技大學,09131013,護理系健康照護碩士班,D 日,M 碩士,24,0,4,13 屏東縣,2 技職
113,1064,美和科技大學,09131013,護理系,N 職,M 碩士,64,0,45,13 屏東縣,2 技職
113,1064,美和科技大學,09131013,護理系,D 日,B 四技,226,60,92,13 屏東縣,2 技職
113,1064,美和科技大學,09131013,護理系,N 修,B 四技,112,4,40,13 屏東縣,2 技職
113,1064,美和科技大學,09131013,護理系,D 日,C 二技,148,0,76,13 屏東縣,2 技職
113,1064,美和科技大學,09131013,護理系,N 修,C 二技,297,0,175,13 屏東縣,2 技職
113,1064,美和科技大學,09131013,護理科,D 日,5 五專,863,0,186,13 屏東縣,2 技職
113,1064,美和科技大學,09211034,跨專業長期照護碩士學位學程,D 日,M 碩士,24,2,0,13 屏東縣,2 技職
113,1064,美和科技大學,09231016,社會工作系碩士班,D 日,M 碩士,93,0,6,13 屏東縣,2 技職
113,1064,美和科技大學,09231016,社會工作系,D 日,B 四技,132,14,37,13 屏東縣,2 技職
113,1064,美和科技大學,09231016,社會工作系,N 修,B 四技,126,0,39,13 屏東縣,2 技職
113,1064,美和科技大學,09231016,社會工作系,N 修,C 二技,443,0,235,13 屏東縣,2 技職
113,1064,美和科技大學,10121021,美容系,D 日,B 四技,69,9,14,13 屏東縣,2 技職
113,1064,美和科技大學,10121021,美容科,D 日,5 五專,278,0,34,13 屏東縣,2 技職
113,1064,美和科技大學,10131018,餐旅管理系,D 日,B 四技,213,11,54,13 屏東縣,2 技職
113,1064,美和科技大學,10131018,餐旅管理系,N 修,B 四技,8,0,12,13 屏東縣,2 技職
113,1064,美和科技大學,10131018,餐旅管理系,D 日,C 二技,14,0,0,13 屏東縣,2 技職
113,1064,美和科技大學,10131018,餐旅管理科,D 日,5 五專,154,0,23,13 屏東縣,2 技職
113,1064,美和科技大學,10151019,觀光系,D 日,B 四技,92,7,11,13 屏東縣,2 技職
113,1064,美和科技大學,10151019,觀光系,N 修,B 四技,0,0,1,13 屏東縣,2 技職
113,1064,美和科技大學,10151019,觀光系,N 修,C 二技,72,0,28,13 屏東縣,2 技職
113,1064,美和科技大學,10151019,觀光科,D 日,5 五專,55,0,22,13 屏東縣,2 技職
113,1064,美和科技大學,10152032,運動與休閒管理系碩士班,D 日,M 碩士,34,0,12,13 屏東縣,2 技職
113,1064,美和科技大學,10152032,運動與休閒管理系,D 日,B 四技,162,9,25,13 屏東縣,2 技職
113,1064,美和科技大學,10152032,運動與休閒管理科,N 修,2 二專,44,0,17,13 屏東縣,2 技職
113,1064,美和科技大學,99999Z01,通識及共同科目,D 日,,0,10,0,13 屏東縣,2 技職
113,1064,美和科技大學,99999Z03,軍訓教官,D 日,,0,19,0,13 屏東縣,2 技職
113,1065,吳鳳科技大學,01121023,幼兒保育系,D 日,B 四技,115,8,30,10 嘉義縣,2 技職
113,1065,吳鳳科技大學,01121023,幼兒保育系,N 修,C 二技,205,0,83,10 嘉義縣,2 技職
113,1065,吳鳳科技大學,01121023,幼兒保育科,N 修,2 二專,71,0,28,10 嘉義縣,2 技職
113,1065,吳鳳科技大學,02112005,應用數位媒體系碩士在職專班,N 職,M 碩士,0,0,23,10 嘉義縣,2 技職
113,1065,吳鳳科技大學,02112005,應用數位媒體系,D 日,B 四技,30,0,93,10 嘉義縣,2 技職
113,1065,吳鳳科技大學,02112005,應用數位媒體系,N 修,C 二技,0,0,22,10 嘉義縣,2 技職
113,1065,吳鳳科技大學,02311003,應用日語系,D 日,B 四技,1,0,7,10 嘉義縣,2 技職
113,1065,吳鳳科技大學,04131036,茶文化事業經營管理系,N 修,B 四技,2,0,0,10 嘉義縣,2 技職
113,1065,吳鳳科技大學,04132011,行銷與流通管理系,D 日,B 四技,1,0,10,10 嘉義縣,2 技職
113,1065,吳鳳科技大學,04132011,行銷與流通管理系,N 修,B 四技,0,0,16,10 嘉義縣,2 技職
113,1065,吳鳳科技大學,04199013,安全科技與管理系,D 日,B 四技,21,1,10,10 嘉義縣,2 技職
113,1065,吳鳳科技大學,06134035,數位科技與媒體設計系碩士在職專班,N 職,M 碩士,39,0,0,10 嘉義縣,2 技職
113,1065,吳鳳科技大學,06134035,數位科技與媒體設計系,D 日,B 四技,211,9,0,10 嘉義縣,2 技職
113,1065,吳鳳科技大學,06134035,數位科技與媒體設計系,N 修,C 二技,50,0,0,10 嘉義縣,2 技職
113,1065,吳鳳科技大學,07141016,電機工程系光機電暨材料碩士班,D 日,M 碩士,15,0,11,10 嘉義縣,2 技職
113,1065,吳鳳科技大學,07141016,電機工程系,D 日,B 四技,450,13,102,10 嘉義縣,2 技職
